num,1,2,3,4,label
356,0.003,0.0022,-0.0068,0,1
357,0.0052,0.0015,-0.0083,0.0007,1
358,0.0037,0.0015,-0.0053,0,1
359,0.0015,0.0015,-0.0023,0,1
360,0.0007,-0.0008,-0.0023,0.0007,1
361,0.0015,0.0007,-0.0008,0.0007,1
362,-0.0023,-0.0008,0.0007,0.0007,1
363,-0.003,-0.0015,0.003,0.0007,1
364,-0.003,-0.0015,0.0052,0.0015,1
365,-0.0046,-0.0015,0.0052,0.003,1
366,-0.0038,-0.0023,0.009,0.0022,1
367,-0.0038,-0.0008,0.009,0.003,1
368,-0.003,-0.0015,0.006,0.0015,1
369,-0.003,-0.0015,0.0022,-0.0015,1
370,-0.0008,0,0.0007,-0.0015,1
371,0.003,0,-0.0015,-0.0015,1
372,0.0045,0.0007,-0.0105,-0.0023,1
373,0.006,-0.0008,-0.012,-0.003,1
374,0.0067,-0.0008,-0.0098,-0.0015,1
375,0.006,0,-0.006,-0.0008,1
376,0.003,-0.0008,-0.0015,0,1
377,-0.0008,0.0007,-0.0008,0.0015,1
378,-0.0008,0,0.0007,0,1
379,-0.0015,0.0007,0.003,0.0015,1
380,-0.0023,0.0015,0.0015,0.0007,1
381,-0.0015,0.0007,0.003,0.0015,1
382,0.0007,0.0007,0.0052,0.003,1
383,-0.0008,0.0007,0.0067,0.0007,1
384,0,0,0.0082,0.003,1
385,-0.0008,-0.0008,0.0067,0.0015,1
386,-0.0023,0.0007,0.0015,0,1
387,-0.0015,0.0015,-0.0015,-0.0008,1
388,0.0007,0.0015,-0.0053,-0.0015,1
389,0.0037,0.0015,-0.0083,-0.0008,1
390,0.0045,0.0007,-0.0091,-0.0015,1
391,0.0045,0.0007,-0.0091,-0.0008,1
392,0.0022,-0.0008,-0.0046,-0.0008,1
393,0.0037,0,-0.0015,0.0007,1
394,0.003,0.0007,-0.0008,0.0007,1
395,0.0022,0,0.003,0.0007,1
396,0.003,0.0015,0.0015,0.0007,1
397,-0.0015,0,0.0037,0,1
398,-0.0015,-0.0008,0.0067,0,1
399,-0.0015,0.0007,0.0097,-0.0008,1
400,-0.0038,0.0007,0.0112,-0.0008,1
401,-0.003,-0.0008,0.0067,-0.0008,1
402,-0.003,0,0.0037,-0.0008,1
403,-0.0023,0.0007,-0.0015,0.0007,1
404,-0.0008,0.003,-0.0053,-0.0008,1
405,0.0015,0.0022,-0.0075,-0.003,1
406,0.0052,0.0015,-0.0105,-0.0023,1
407,0.0045,0.0022,-0.0091,-0.003,1
408,0.003,0.0015,-0.0053,-0.003,1
409,0.0007,0.0007,0.0007,-0.0015,1
410,-0.0015,0.0015,0.0007,-0.0008,1
411,-0.003,0.0015,0.0015,-0.0008,1
412,-0.0053,0,0.003,0,1
413,-0.0023,-0.0008,0.0022,0.0007,1
414,-0.0015,-0.0015,0.0015,-0.0008,1
415,-0.0015,-0.0015,0.0015,0,1
416,-0.0008,-0.003,0.006,0.0007,1
417,-0.0046,-0.0015,0.009,0.0007,1
418,-0.0046,-0.0023,0.006,0.0007,1
419,-0.003,-0.0015,0.0022,-0.0008,1
420,-0.0008,-0.0023,-0.0023,-0.0015,1
421,0.0007,-0.0023,-0.006,-0.0015,1
422,0.0015,-0.0008,-0.0091,-0.003,1
423,0.0045,-0.0008,-0.0113,-0.0023,1
424,0.0067,-0.0008,-0.0083,-0.0015,1
425,0.006,-0.0008,-0.0053,-0.0008,1
426,0.0037,0.0007,-0.0015,0.0007,1
427,0.0045,-0.0008,0,0,1
428,0.0022,-0.0015,0.0015,-0.0008,1
429,0.0022,-0.003,0.0037,0,1
430,0.0015,-0.003,0.0045,0.0015,1
431,0.0015,-0.0008,0.0052,0,1
432,0,-0.0008,0.0067,-0.0008,1
433,0.0007,-0.0015,0.009,0.0007,1
434,0,-0.0023,0.009,0.0007,1
435,-0.0008,0,0.0045,0,1
436,0.0015,0.0007,-0.0015,-0.0023,1
437,0.0015,0.0007,-0.0053,-0.0023,1
438,0.0045,-0.0015,-0.0068,-0.0023,1
439,0.003,-0.0008,-0.0105,-0.003,1
440,0.0045,0.0015,-0.0105,-0.003,1
441,0.003,0.0015,-0.0083,-0.0023,1
442,0.0015,0.0007,-0.0053,0,1
443,0.003,0,-0.0008,0.0007,1
444,0.0022,-0.0015,0.0015,0.0007,1
445,-0.0008,-0.0008,0.0037,-0.0008,1
446,-0.003,0.0007,0.003,0,1
447,0,0.0007,0.003,0.0015,1
448,0,-0.0008,0.003,0,1
449,0.0007,0,0.0075,0,1
450,-0.003,-0.0015,0.009,0.0015,1
451,-0.0046,-0.0015,0.0045,0.0015,1
452,-0.003,-0.0008,0.0037,0.0007,1
453,-0.0038,-0.0008,0,0,1
454,0.0007,-0.0008,-0.003,0,1
455,0,0.0007,-0.0075,-0.0008,1
456,0.003,0.0015,-0.0113,-0.0015,1
457,0.0037,0.0022,-0.0113,-0.003,1
458,0.0015,0.0015,-0.0068,-0.0023,1
459,0.0015,0,-0.0008,-0.0008,1
460,0,-0.0008,0.0007,-0.0015,1
461,-0.0015,-0.0015,0.0015,-0.0015,1
462,-0.003,0.0007,0.0052,-0.0008,1
463,-0.003,-0.0015,0.0052,0,1
464,-0.003,-0.0015,0.0037,-0.0008,1
465,-0.0023,0.0007,0.0037,-0.0008,1
466,-0.0038,-0.0015,0.0067,0,1
467,-0.0038,-0.0015,0.0082,0.0022,1
468,-0.003,-0.0008,0.0045,0.003,1
469,-0.0038,-0.0015,-0.0015,-0.0008,1
470,-0.0008,-0.0008,-0.003,-0.0008,1
471,-0.0008,0,-0.0053,-0.0015,1
472,0.0015,0,-0.0083,-0.0023,1
473,0.0052,-0.0008,-0.0098,-0.0023,1
474,0.0045,0.0007,-0.0075,-0.0015,1
475,0.0045,0.0007,-0.0015,0.0007,1
476,0.003,-0.0008,0.0007,0,1
477,0.0015,-0.0015,0.0015,-0.0008,1
478,0.0015,-0.0015,0.0045,0.0007,1
479,0,0.0007,0.0045,-0.0008,1
480,0.0007,-0.0008,0.0045,-0.0008,1
481,-0.0008,-0.0023,0.0045,-0.0008,1
482,-0.0038,-0.0008,0.0052,-0.0015,1
483,-0.0046,-0.0015,0.0097,-0.0008,1
484,-0.0053,-0.0023,0.006,-0.0008,1
485,-0.0046,-0.0015,0.0022,-0.0008,1
486,-0.0008,-0.0008,0.0007,0.0007,1
487,0.0015,0.0007,-0.003,-0.0008,1
488,0.0015,-0.0008,-0.006,-0.0008,1
489,0.003,0,-0.0098,-0.0008,1
490,0.0052,0,-0.0091,0,1
491,0.006,-0.0008,-0.0083,0.0007,1
492,0.0045,0.0007,-0.0038,0.0007,1
493,-0.0008,0.0007,0.0007,0.0015,1
494,0.0007,-0.0008,0.0037,0.003,1
495,0.0015,-0.0015,0.0052,0.0007,1
496,-0.0008,0,0.003,-0.0008,1
497,0.0015,0,0.0045,0.0015,1
498,-0.0008,-0.0015,0.0045,0.0022,1
499,-0.0008,0,0.0075,0.0015,1
500,-0.0008,0,0.0082,0.0015,1
501,-0.003,-0.0008,0.0045,0.003,1
502,-0.0023,0.0007,0.0007,0.0007,1
503,-0.0015,0.0015,-0.0023,-0.0008,1
504,0.0015,0.003,-0.0053,0,1
505,0.0037,0.003,-0.0083,-0.003,1
506,0.0067,0.0037,-0.0105,-0.003,1
507,0.009,0.003,-0.0098,-0.0015,1
508,0.0052,0.0015,-0.0068,0.0007,1
509,0.0022,0.0007,-0.0008,0.0007,1
510,0.0015,0,0.0015,-0.0015,1
511,0.0007,-0.0008,0.0022,-0.0015,1
512,-0.0008,-0.0015,0.0067,-0.0015,1
513,-0.0008,-0.0015,0.0052,-0.0008,1
514,-0.0015,0,0.003,-0.0015,1
515,-0.0023,-0.0008,0.0037,-0.0008,1
516,-0.0015,-0.0008,0.0045,-0.0008,1
517,-0.003,-0.0008,0.0067,-0.0008,1
518,-0.0008,-0.0015,0.0067,0.0007,1
519,-0.0008,-0.0015,0.0045,-0.0008,1
520,-0.0015,0,-0.0015,-0.0015,1
521,0.0022,0.0015,-0.0046,-0.003,1
522,0.0007,0.0007,-0.0053,-0.0015,1
523,0.003,0.0007,-0.0068,-0.0008,1
524,0.0045,0.0007,-0.0083,-0.003,1
525,0.0007,0.003,-0.0068,-0.0023,1
526,0.0022,0.0015,-0.003,-0.0008,1
527,0.0007,0.0007,-0.0038,0,1
528,0,0.0007,-0.0008,0.0007,1
529,-0.0008,0,0.0007,-0.0008,1
530,-0.0023,-0.0008,0.0015,-0.0008,1
531,-0.003,-0.0015,0.003,-0.0008,1
532,-0.0046,-0.0015,0.0045,0,1
533,-0.0038,-0.0015,0.0082,0.0007,1
534,-0.0023,-0.0023,0.0075,-0.0008,1
535,-0.0023,-0.0008,0.0045,-0.0008,1
536,-0.003,0.0007,-0.0008,0.0007,1
537,0,-0.0008,-0.0038,-0.0008,1
538,0.0007,-0.0015,-0.0053,-0.0015,1
539,0.003,0.0007,-0.0083,-0.0015,1
540,0.0037,0,-0.0091,-0.0008,1
541,0.0015,0,-0.0083,-0.0008,1
542,-0.0008,-0.0008,-0.0046,0.0007,1
543,-0.0015,-0.0008,-0.0015,0,1
544,-0.0015,-0.0008,0.0015,0.0007,1
545,-0.0008,-0.0008,0.0045,-0.0008,1
546,0,-0.0008,0.003,0.0007,1
547,-0.0015,-0.0015,0.0037,0.0015,1
548,-0.0015,-0.0015,0.0052,0.0007,1
549,-0.0015,-0.003,0.0067,0.0007,1
550,-0.003,-0.003,0.0082,0.0015,1
551,-0.0023,-0.0015,0.0052,0.0007,1
552,-0.0008,-0.0008,0.003,-0.0008,1
553,0,-0.0008,0,-0.0008,1
554,0.003,-0.0015,-0.0046,-0.0008,1
555,0.0067,0.0007,-0.0068,-0.0015,1
556,0.006,0.0015,-0.0098,-0.0023,1
557,0.0052,0.0015,-0.0105,-0.0015,1
558,0.0045,0.0037,-0.0068,0,1
559,0.0015,0.003,-0.003,0.0007,1
560,0.0015,0.003,-0.0008,0.0007,1
561,0,0.0015,0.0007,0,1
562,-0.0023,-0.0008,0.0015,0.0007,1
563,-0.0015,-0.0015,0.003,0.0007,1
564,-0.0015,-0.0008,0.0045,-0.0008,1
565,-0.0015,0.0007,0.006,-0.0008,1
566,-0.0038,-0.0015,0.0082,0.0007,1
567,-0.0046,-0.0008,0.0082,-0.0008,1
568,-0.003,-0.0008,0.0052,-0.0008,1
569,0.0007,-0.0008,0.0037,0,1
570,0.0015,-0.0008,-0.0008,-0.0008,1
571,0.0007,0.0007,-0.0046,0.0007,1
